uniqueid,fullname,gender,dob,party,stateabr,district,CongressSession,AgeWhenSessionStarted,sessionstartedon,sessionendedon,twitterhandle,joinedon,AgeWhenTwitterJoined,yearjoinedontwitter
GoJ-ME02,"Golden, Jared F.",M,1982-07-25,Democratic,ME,2,117,38,2021-01-03,2023-01-03,RepGolden,2019-01-01,36,2019
GaM-FL01,"Gaetz, Matt",M,1982-05-07,Republican,FL,1,117,38,2021-01-03,2023-01-03,RepMattGaetz,2017-01-01,34,2017
KiA-NJ03,"Kim, Andy",M,1982-07-12,Democratic,NJ,3,117,38,2021-01-03,2023-01-03,RepAndyKimNJ,2018-01-01,35,2018
GoL-TX05,"Gooden, Lance",M,1982-12-01,Republican,TX,5,117,38,2021-01-03,2023-01-03,Lancegooden,2018-08-01,35,2018
LeJ-LA05,"Letlow, Julia",F,1981-03-16,Republican,LA,5,117,39,2021-01-03,2023-01-03,repjulialetlow,2021-04-01,40,2021
SaM-GU00,"San Nicolas, Michael F. Q.",M,1981-01-30,Democratic,GU,0,117,39,2021-01-03,2023-01-03,GuamCongressman,2011-08-01,30,2011
StB-WI01,"Steil, Bryan",M,1981-03-03,Republican,WI,1,117,39,2021-01-03,2023-01-03,RepBryanSteil,2018-12-01,37,2018
MaB-FL21,"Mast, Brian J.",M,1980-07-10,Republican,FL,21,117,40,2021-01-03,2023-01-03,RepBrianMast,2016-12-01,36,2016
SwE-CA14,"Swalwell, Eric",M,1980-11-16,Democratic,CA,14,117,40,2021-01-03,2023-01-03,RepSwalwell,2012-11-01,31,2012
MaN-NY11,"Malliotakis, Nicole",F,1980-11-11,Republican,NY,11,117,40,2021-01-03,2023-01-03,RepMalliotakis,2020-12-01,40,2020
MoB-UT01,"Moore, Blake D.",M,1980-06-22,Republican,UT,1,117,40,2021-01-03,2023-01-03,RepBlakeMoore,2020-12-01,40,2020
PaC-NH01,"Pappas, Chris",M,1980-06-04,Democratic,NH,1,117,40,2021-01-03,2023-01-03,RepChrisPappas,2018-01-01,37,2018
ZeL-NY01,"Zeldin, Lee M.",M,1980-01-30,Republican,NY,1,117,40,2021-01-03,2023-01-03,LeeMZeldin,2014-08-01,34,2014
GoT-TX23,"Gonzales, Tony",M,1980-10-10,Republican,TX,23,117,40,2021-01-03,2023-01-03,RepTonyGonzales,2020-12-01,40,2020
DaS-KS03,"Davids, Sharice",F,1980-05-22,Democratic,KS,3,117,40,2021-01-03,2023-01-03,RepDavids,2019-01-01,38,2019
SmJ-MO08,"Smith, Jason",M,1980-06-16,Republican,MO,8,117,40,2021-01-03,2023-01-03,RepJasonSmith,2013-07-01,33,2013
ChS-FL20,"Cherfilus-McCormick, Sheila",F,1979-01-25,Democratic,FL,20,117,41,2021-01-03,2023-01-03,CongresswomanSC,2022-01-01,42,2022
BaJ-IN03,"Banks, Jim",M,1979-07-16,Republican,IN,3,117,41,2021-01-03,2023-01-03,RepJimBanks,2017-01-01,37,2017
CrJ-CO06,"Crow, Jason",M,1979-03-15,Democratic,CO,6,117,41,2021-01-03,2023-01-03,RepJasonCrow,2019-01-01,39,2019
AgP-CA33,"Aguilar, Pete",M,1979-06-19,Democratic,CA,33,117,41,2021-01-03,2023-01-03,RepPeteAguilar,2015-02-01,35,2015
SpA-VA07,"Spanberger, Abigail Davis",F,1979-08-07,Democratic,VA,7,117,41,2021-01-03,2023-01-03,RepSpanberger,2018-12-01,39,2018
StM-NM01,"Stansbury, Melanie Ann",F,1979-01-31,Democratic,NM,1,117,41,2021-01-03,2023-01-03,Rep_Stansbury,2021-06-01,42,2021
GaR-AZ03,"Gallego, Ruben",M,1979-11-20,Democratic,AZ,3,117,41,2021-01-03,2023-01-03,RepRubenGallego,2015-01-01,35,2015
MuS-FL07,"Murphy, Stephanie N.",F,1978-09-16,Democratic,FL,7,117,42,2021-01-03,2023-01-03,RepStephMurphy,2016-11-01,38,2016
MoS-MA06,"Moulton, Seth",M,1978-10-24,Democratic,MA,6,117,42,2021-01-03,2023-01-03,sethmoulton,2011-02-01,32,2011
KiA-IL16,"Kinzinger, Adam",M,1978-02-27,Republican,IL,16,117,42,2021-01-03,2023-01-03,RepKinzinger,2010-11-01,32,2010
SoD-FL09,"Soto, Darren",M,1978-02-25,Democratic,FL,9,117,42,2021-01-03,2023-01-03,RepDarrenSoto,2017-01-01,38,2017
HeJ-WA03,"Herrera Beutler, Jaime",F,1978-11-03,Republican,WA,3,117,42,2021-01-03,2023-01-03,HerreraBeutler,2011-01-01,32,2011
LeM-CA49,"Levin, Mike",M,1978-10-20,Democratic,CA,49,117,42,2021-01-03,2023-01-03,RepMikeLevin,2018-12-01,40,2018
StW-FL17,"Steube, W. Gregory",M,1978-05-19,Republican,FL,17,117,42,2021-01-03,2023-01-03,RepGregSteube,2019-01-01,40,2019
SpV-IN05,"Spartz, Victoria",F,1978-10-06,Republican,IN,5,117,42,2021-01-03,2023-01-03,RepSpartz,2020-12-01,42,2020
WiN-GA05,"Williams, Nikema",F,1978-07-30,Democratic,GA,5,117,42,2021-01-03,2023-01-03,RepNikema,2021-01-01,42,2021
PfA-TX11,"Pfluger, August",M,1977-12-28,Republican,TX,11,117,43,2021-01-03,2023-01-03,RepPfluger,2020-12-01,42,2020
DeA-NY19,"Delgado, Antonio",M,1977-01-28,Democratic,NY,19,117,43,2021-01-03,2023-01-03,repdelgado,2019-01-01,41,2019
BoB-PA02,"Boyle, Brendan F.",M,1977-02-06,Democratic,PA,2,117,43,2021-01-03,2023-01-03,CongBoyle,2015-11-01,38,2015
VaD-CA22,"Valadao, David G.",M,1977-04-14,Republican,CA,22,117,43,2021-01-03,2023-01-03,RepDavidValadao,2013-01-01,35,2013
MaN-SC01,"Mace, Nancy",F,1977-12-04,Republican,SC,1,117,43,2021-01-03,2023-01-03,RepNancyMace,2020-12-01,43,2020
MuM-OK02,"Mullin, Markwayne",M,1977-07-26,Republican,OK,2,117,43,2021-01-03,2023-01-03,SenMullin,2013-01-01,35,2013
BuC-MO01,"Bush, Cori",F,1976-07-21,Democratic,MO,1,117,44,2021-01-03,2023-01-03,RepCori,2018-06-01,41,2018
BoJ-NY16,"Bowman, Jamaal",M,1976-04-01,Democratic,NY,16,117,44,2021-01-03,2023-01-03,RepBowman,2020-12-01,44,2020
ArK-ND00,"Armstrong, Kelly",F,1976-10-08,Republican,ND,0,117,44,2021-01-03,2023-01-03,RepArmstrongND,2019-01-01,42,2019
TlR-MI12,"Tlaib, Rashida",F,1976-07-24,Democratic,MI,12,117,44,2021-01-03,2023-01-03,RepRashida,2018-12-01,42,2018
FiB-MN01,"Finstad, Brad",M,1976-05-30,Republican,MN,1,117,44,2021-01-03,2023-01-03,repfinstad,2022-08-01,46,2022
GaM-CA27,"Garcia, Mike",M,1976-04-24,Republican,CA,27,117,44,2021-01-03,2023-01-03,RepMikeGarcia,2020-05-01,44,2020
SlE-MI07,"Slotkin, Elissa",F,1976-07-10,Democratic,MI,7,117,44,2021-01-03,2023-01-03,RepSlotkin,2018-12-01,42,2018
JoD-SD00,"Johnson, Dusty",M,1976-09-30,Republican,SD,0,117,44,2021-01-03,2023-01-03,RepDustyJohnson,2018-12-01,42,2018
GoJ-PR00,"Gonzalez-Colon, Jenniffer",F,1976-08-05,Republican,PR,0,117,44,2021-01-03,2023-01-03,RepJenniffer,2017-01-01,40,2017
BaN-CA44,"Barragan, Nanette Diaz",F,1976-09-15,Democratic,CA,44,117,44,2021-01-03,2023-01-03,RepBarragan,2017-01-01,40,2017
MaT-KS01,"Mann, Tracey",M,1976-12-17,Republican,KS,1,117,44,2021-01-03,2023-01-03,RepMann,2021-01-01,44,2021
KhR-CA17,"Khanna, Ro",M,1976-09-13,Democratic,CA,17,117,44,2021-01-03,2023-01-03,RepRoKhanna,2017-01-01,40,2017
GoJ-NJ05,"Gottheimer, Josh",M,1975-03-08,Democratic,NJ,5,117,45,2021-01-03,2023-01-03,RepJoshG,2016-12-01,41,2016
FlL-TX07,"Fletcher, Lizzie",F,1975-02-13,Democratic,TX,7,117,45,2021-01-03,2023-01-03,RepFletcher,2018-12-01,43,2018
BrS-OH11,"Brown, Shontel M.",F,1975-06-24,Democratic,OH,11,117,45,2021-01-03,2023-01-03,RepShontelBrown,2021-11-01,46,2021
FlM-NE01,"Flood, Mike",M,1975-02-23,Republican,NE,1,117,45,2021-01-03,2023-01-03,USRepMikeFlood,2022-07-01,47,2022
MeG-NY06,"Meng, Grace",F,1975-10-01,Democratic,NY,6,117,45,2021-01-03,2023-01-03,RepGraceMeng,2012-12-01,37,2012
ClM-TX27,"Cloud, Michael",M,1975-05-13,Republican,TX,27,117,45,2021-01-03,2023-01-03,RepCloudTX,2018-09-01,43,2018
McP-NC10,"McHenry, Patrick T.",M,1975-11-22,Republican,NC,10,117,45,2021-01-03,2023-01-03,PatrickMcHenry,2009-03-01,33,2009
LuE-VA02,"Luria, Elaine G.",F,1975-08-15,Democratic,VA,2,117,45,2021-01-03,2023-01-03,RepElaineLuria,2019-01-01,43,2019
CaJ-TX20,"Castro, Joaquin",M,1974-09-16,Democratic,TX,20,117,46,2021-01-03,2023-01-03,JoaquinCastrotx,2010-01-01,35,2010
WaM-FL06,"Waltz, Michael",M,1974-01-31,Republican,FL,6,117,46,2021-01-03,2023-01-03,RepWaltzPress,2019-01-01,44,2019
CaA-IN07,"Carson, Andre",M,1974-10-16,Democratic,IN,7,117,46,2021-01-03,2023-01-03,RepAndreCarson,2010-10-01,35,2010
GoJ-CA34,"Gomez, Jimmy",M,1974-11-25,Democratic,CA,34,117,46,2021-01-03,2023-01-03,RepJimmyGomez,2014-03-01,39,2014
DoB-FL19,"Donalds, Byron",M,1974-10-28,Republican,FL,19,117,46,2021-01-03,2023-01-03,RepDonaldsPress,2020-12-01,46,2020
GrM-GA14,"Greene, Marjorie Taylor",F,1974-05-27,Republican,GA,14,117,46,2021-01-03,2023-01-03,RepMTG,2020-12-01,46,2020
PrA-MA07,"Pressley, Ayanna",F,1974-02-03,Democratic,MA,7,117,46,2021-01-03,2023-01-03,RepPressley,2019-01-01,44,2019
KaK-HI02,"Kahele, Kaiali''i",M,1974-03-28,Democratic,HI,2,117,46,2021-01-03,2023-01-03,RepKahele,2021-01-01,46,2021
HoS-NV04,"Horsford, Steven",M,1973-04-29,Democratic,NV,4,117,47,2021-01-03,2023-01-03,RepHorsford,2011-10-01,38,2011
PoK-CA47,"Porter, Katie",F,1974-01-03,Democratic,CA,47,117,47,2021-01-03,2023-01-03,RepKatiePorter,2019-01-01,45,2019
KrR-IL08,"Krishnamoorthi, Raja",M,1973-07-19,Democratic,IL,8,117,47,2021-01-03,2023-01-03,CongressmanRaja,2016-01-01,42,2016
HaJ-CT05,"Hayes, Jahana",F,1973-03-08,Democratic,CT,5,117,47,2021-01-03,2023-01-03,RepJahanaHayes,2019-01-01,45,2019
NuD-CA22,"Nunes, Devin",M,1973-10-01,Republican,CA,22,117,47,2021-01-03,2023-01-03,DevinNunes,2009-07-01,35,2009
RyT-OH13,"Ryan, Tim",M,1973-07-16,Democratic,OH,13,117,47,2021-01-03,2023-01-03,RepTimRyan,2008-02-01,34,2008
PeM-AK00,"Peltola, Mary Sattler",F,1973-08-31,Democratic,AK,0,117,47,2021-01-03,2023-01-03,rep_peltola,2022-09-01,49,2022
BaA-KY06,"Barr, Andy",M,1973-07-24,Republican,KY,6,117,47,2021-01-03,2023-01-03,RepAndyBarr,2013-01-01,39,2013
BiS-OK05,"Bice, Stephanie I.",F,1973-11-11,Republican,OK,5,117,47,2021-01-03,2023-01-03,RepBice,2020-12-01,47,2020
FiB-PA01,"Fitzpatrick, Brian K.",M,1973-12-17,Republican,PA,1,117,47,2021-01-03,2023-01-03,RepBrianFitz,2017-01-01,43,2017
KiD-WA06,"Kilmer, Derek",M,1974-01-01,Democratic,WA,6,117,47,2021-01-03,2023-01-03,RepDerekKilmer,2013-01-01,39,2013
TrL-MA03,"Trahan, Lori",F,1973-10-27,Democratic,MA,3,117,47,2021-01-03,2023-01-03,RepLoriTrahan,2018-12-01,45,2018
RuR-CA25,"Ruiz, Raul",M,1972-08-25,Democratic,CA,25,117,48,2021-01-03,2023-01-03,RepRaulRuizMD,2013-01-01,40,2013
ArJ-TX19,"Arrington, Jodey C.",M,1972-03-09,Republican,TX,19,117,48,2021-01-03,2023-01-03,RepArrington,2017-01-01,44,2017
TaV-TX03,"Taylor, Van",M,1972-08-01,Republican,TX,3,117,48,2021-01-03,2023-01-03,RepVanTaylor,2018-12-01,46,2018
ShM-NJ11,"Sherrill, Mikie",F,1972-01-19,Democratic,NJ,11,117,48,2021-01-03,2023-01-03,RepSherrill,2019-01-01,46,2019
RoC-TX21,"Roy, Chip",M,1972-08-07,Republican,TX,21,117,48,2021-01-03,2023-01-03,RepChipRoy,2019-01-01,46,2019
GrG-LA06,"Graves, Garret",M,1972-01-31,Republican,LA,6,117,48,2021-01-03,2023-01-03,RepGarretGraves,2014-12-01,42,2014
JoM-LA04,"Johnson, Mike",M,1972-01-30,Republican,LA,4,117,48,2021-01-03,2023-01-03,RepMikeJohnson,2017-02-01,45,2017
ClB-VA06,"Cline, Ben",M,1972-02-29,Republican,VA,6,117,48,2021-01-03,2023-01-03,RepBenCline,2018-01-01,45,2018
CrA-MN02,"Craig, Angie",F,1972-02-14,Democratic,MN,2,117,48,2021-01-03,2023-01-03,RepAngieCraig,2019-01-01,46,2019
RoD-NC07,"Rouzer, David",M,1972-02-16,Republican,NC,7,117,48,2021-01-03,2023-01-03,RepDavidRouzer,2012-09-01,40,2012
CoJ-KY01,"Comer, James",M,1972-08-19,Republican,KY,1,117,48,2021-01-03,2023-01-03,RepJamesComer,2020-06-01,47,2020
CaS-IL06,"Casten, Sean",M,1971-11-23,Democratic,IL,6,117,49,2021-01-03,2023-01-03,RepCasten,2019-01-01,47,2019
MoA-WV02,"Mooney, Alexander X.",M,1971-06-07,Republican,WV,2,117,49,2021-01-03,2023-01-03,RepAlexMooney,2015-01-01,43,2015
CaM-OH15,"Carey, Mike",M,1971-03-13,Republican,OH,15,117,49,2021-01-03,2023-01-03,RepMikeCarey,2021-11-01,50,2021
BuT-NC13,"Budd, Ted",M,1971-10-21,Republican,NC,13,117,49,2021-01-03,2023-01-03,SenTedBuddNC,2017-01-01,45,2017
ReT-NY23,"Reed, Tom",M,1971-11-18,Republican,NY,23,117,49,2021-01-03,2023-01-03,TomReedCongress,2009-08-01,37,2009
HuR-NC09,"Hudson, Richard",M,1971-11-04,Republican,NC,9,117,49,2021-01-03,2023-01-03,RepRichHudson,2012-11-01,41,2012
VeM-TX33,"Veasey, Marc A.",M,1971-01-03,Democratic,TX,33,117,50,2021-01-03,2023-01-03,RepVeasey,2013-01-01,42,2013
BoC-GA07,"Bourdeaux, Carolyn",F,1970-06-03,Democratic,GA,7,117,50,2021-01-03,2023-01-03,Carolyn4GA7,2017-06-01,47,2017
StG-AZ04,"Stanton, Greg",M,1970-03-08,Democratic,AZ,4,117,50,2021-01-03,2023-01-03,RepGregStanton,2019-01-01,48,2019
SmA-NE03,"Smith, Adrian",M,1970-12-19,Republican,NE,3,117,50,2021-01-03,2023-01-03,RepAdrianSmith,2011-01-01,40,2011
JeH-NY08,"Jeffries, Hakeem S.",M,1970-08-04,Democratic,NY,8,117,50,2021-01-03,2023-01-03,RepJeffries,2012-01-01,41,2012
ElJ-TX06,"Ellzey, Jake",M,1970-01-24,Republican,TX,6,117,50,2021-01-03,2023-01-03,RepEllzey,2021-03-01,51,2021
DaW-OH08,"Davidson, Warren",M,1970-03-01,Republican,OH,8,117,50,2021-01-03,2023-01-03,WarrenDavidson,2016-06-01,46,2016
VaB-TX24,"Van Duyne, Beth",F,1970-11-16,Republican,TX,24,117,50,2021-01-03,2023-01-03,RepBethVanDuyne,2020-12-01,50,2020
ObJ-CA23,"Obernolte, Jay",M,1970-08-18,Republican,CA,23,117,50,2021-01-03,2023-01-03,JayObernolte,2011-01-01,40,2011
GuM-MS03,"Guest, Michael",M,1970-02-04,Republican,MS,3,117,50,2021-01-03,2023-01-03,RepMichaelGuest,2019-01-01,48,2019
MaT-KY04,"Massie, Thomas",M,1971-01-13,Republican,KY,4,117,50,2021-01-03,2023-01-03,RepThomasMassie,2012-11-01,41,2012
PaS-MS04,"Palazzo, Steven M.",M,1970-02-21,Republican,MS,4,117,50,2021-01-03,2023-01-03,CongPalazzo,2011-05-01,41,2011
HuB-MI04,"Huizenga, Bill",M,1969-01-31,Republican,MI,4,117,51,2021-01-03,2023-01-03,RepHuizenga,2011-01-01,41,2011
ScA-GA08,"Scott, Austin",M,1969-12-10,Republican,GA,8,117,51,2021-01-03,2023-01-03,AustinScottGA08,2011-01-01,41,2011
EsV-TX16,"Escobar, Veronica",F,1969-09-15,Democratic,TX,16,117,51,2021-01-03,2023-01-03,RepEscobar,2018-12-01,49,2018
MrF-IN01,"Mrvan, Frank J.",M,1969-04-16,Democratic,IN,1,117,51,2021-01-03,2023-01-03,RepMrvan,2021-01-01,51,2021
LiT-CA36,"Lieu, Ted",M,1969-03-29,Democratic,CA,36,117,51,2021-01-03,2023-01-03,RepTedLieu,2015-02-01,45,2015
SaL-CA38,"Sanchez, Linda T.",F,1969-01-28,Democratic,CA,38,117,51,2021-01-03,2023-01-03,replindasanchez,2011-06-01,42,2011
PaJ-CA19,"Panetta, Jimmy",M,1969-10-01,Democratic,CA,19,117,51,2021-01-03,2023-01-03,RepJimmyPanetta,2016-11-01,47,2016
DaR-IL13,"Davis, Rodney",M,1970-01-05,Republican,IL,13,117,51,2021-01-03,2023-01-03,RodneyDavis,2012-12-01,42,2012
McC-WA05,"McMorris Rodgers, Cathy",F,1969-05-22,Republican,WA,5,117,51,2021-01-03,2023-01-03,cathymcmorris,2008-01-01,38,2008
PhD-MN03,"Phillips, Dean",M,1969-01-20,Democratic,MN,3,117,51,2021-01-03,2023-01-03,RepDeanPhillips,2018-11-01,49,2018
NeT-TX22,"Nehls, Troy E.",M,1968-04-07,Republican,TX,22,117,52,2021-01-03,2023-01-03,RepTroyNehls,2021-01-01,52,2021
FeR-IA04,"Feenstra, Randy",M,1969-01-14,Republican,IA,4,117,52,2021-01-03,2023-01-03,RepFeenstra,2021-01-01,52,2021
ScK-WA08,"Schrier, Kim",F,1968-08-23,Democratic,WA,8,117,52,2021-01-03,2023-01-03,RepKimSchrier,2019-01-01,50,2019
WeJ-VA10,"Wexton, Jennifer",F,1968-05-27,Democratic,VA,10,117,52,2021-01-03,2023-01-03,RepWexton,2018-07-01,50,2018
LaD-IL16,"LaHood, Darin",M,1968-07-05,Republican,IL,16,117,52,2021-01-03,2023-01-03,RepLaHood,2015-09-01,47,2015
GoV-TX34,"Gonzalez, Vicente",M,1967-09-04,Democratic,TX,34,117,53,2021-01-03,2023-01-03,RepGonzalez,2017-01-01,49,2017
WeB-AR04,"Westerman, Bruce",M,1967-11-18,Republican,AR,4,117,53,2021-01-03,2023-01-03,RepWesterman,2014-10-01,46,2014
FaP-TX04,"Fallon, Pat",M,1967-12-19,Republican,TX,4,117,53,2021-01-03,2023-01-03,RepPatFallon,2020-12-01,52,2020
JaR-TX13,"Jackson, Ronny",M,1967-05-04,Republican,TX,13,117,53,2021-01-03,2023-01-03,RepRonnyJackson,2020-12-01,53,2020
StP-MN08,"Stauber, Pete",M,1966-05-10,Republican,MN,8,117,54,2021-01-03,2023-01-03,RepPeteStauber,2018-12-01,52,2018
CaK-FL14,"Castor, Kathy",F,1966-08-20,Democratic,FL,14,117,54,2021-01-03,2023-01-03,USRepKCastor,2013-11-01,47,2013
PlS-VI00,"Plaskett, Stacey E.",F,1966-05-13,Democratic,VI,0,117,54,2021-01-03,2023-01-03,StaceyPlaskett,2014-08-01,48,2014
KeT-MS01,"Kelly, Trent",M,1966-03-01,Republican,MS,1,117,54,2021-01-03,2023-01-03,RepTrentKelly,2015-06-01,49,2015
HiJ-CT04,"Himes, James A.",M,1966-07-05,Democratic,CT,4,117,54,2021-01-03,2023-01-03,jahimes,2009-04-01,42,2009
DeT-FL22,"Deutch, Theodore E.",M,1966-05-07,Democratic,FL,22,117,54,2021-01-03,2023-01-03,RepTedDeutch,2010-04-10,43,2010
LeS-NV03,"Lee, Susie",F,1966-11-07,Democratic,NV,3,117,54,2021-01-03,2023-01-03,RepSusieLee,2018-12-01,52,2018
ChL-WY00,"Cheney, Liz",F,1966-07-28,Republican,WY,0,117,54,2021-01-03,2023-01-03,Liz_Cheney,2009-12-01,43,2009
CrE-AR01,"Crawford, Eric A. Rick",M,1966-01-22,Republican,AR,1,117,54,2021-01-03,2023-01-03,reprickcrawford,2011-01-01,44,2011
MoB-AL02,"Moore, Barry",M,1966-09-26,Republican,AL,2,117,54,2021-01-03,2023-01-03,RepBarryMoore,2020-01-01,53,2020
McL-MI09,"McClain, Lisa C.",F,1966-04-07,Republican,MI,9,117,54,2021-01-03,2023-01-03,RepLisaMcClain,2020-12-01,54,2020
KuD-TN08,"Kustoff, David",M,1966-10-08,Republican,TN,8,117,54,2021-01-03,2023-01-03,RepDavidKustoff,2017-01-01,50,2017
FeA-GA03,"Ferguson, A. Drew, IV",M,1966-11-15,Republican,GA,3,117,54,2021-01-03,2023-01-03,RepDrewFerguson,2016-12-01,50,2016
WaD-FL25,"Wasserman Schultz, Debbie",F,1966-09-27,Democratic,FL,25,117,54,2021-01-03,2023-01-03,RepDWStweets,2013-02-01,46,2013
JaC-NY27,"Jacobs, Chris",M,1966-11-28,Republican,NY,27,117,54,2021-01-03,2023-01-03,RepJacobs,2020-06-01,53,2020
FiM-MN07,"Fischbach, Michelle",F,1965-11-03,Republican,MN,7,117,55,2021-01-03,2023-01-03,RepFischbach,2020-12-01,55,2020
RiK-NY04,"Rice, Kathleen M.",F,1965-02-15,Democratic,NY,4,117,55,2021-01-03,2023-01-03,KathleenRice,2009-10-01,44,2009
RoJ-TN06,"Rose, John W.",M,1965-02-23,Republican,TN,6,117,55,2021-01-03,2023-01-03,RepJohnRose,2019-01-01,53,2019
DuJ-SC03,"Duncan, Jeff",M,1966-01-07,Republican,SC,3,117,55,2021-01-03,2023-01-03,RepJeffDuncan,2011-01-01,45,2011
JaP-WA07,"Jayapal, Pramila",F,1965-09-21,Democratic,WA,7,117,55,2021-01-03,2023-01-03,RepJayapal,2017-01-01,51,2017
ToN-CA35,"Torres, Norma J.",F,1965-04-04,Democratic,CA,35,117,55,2021-01-03,2023-01-03,NormaJTorres,2011-01-01,45,2011
AxC-IA03,"Axne, Cynthia",F,1965-04-20,Democratic,IA,3,117,55,2021-01-03,2023-01-03,Axne4Congress,2017-05-01,52,2017
MaT-NJ07,"Malinowski, Tom",M,1965-09-23,Democratic,NJ,7,117,55,2021-01-03,2023-01-03,Malinowski,2016-12-01,51,2016
ScS-LA01,"Scalise, Steve",M,1965-10-06,Republican,LA,1,117,55,2021-01-03,2023-01-03,SteveScalise,2013-02-01,47,2013
GoB-VA05,"Good, Bob",M,1965-09-11,Republican,VA,5,117,55,2021-01-03,2023-01-03,RepBobGood,2021-01-01,55,2021
BeA-CA06,"Bera, Ami",M,1965-03-02,Democratic,CA,6,117,55,2021-01-03,2023-01-03,RepBera,2012-11-01,47,2012
McK-CA20,"McCarthy, Kevin",M,1965-01-26,Republican,CA,20,117,55,2021-01-03,2023-01-03,SpeakerMcCarthy,2009-01-01,43,2009
AdR-AL04,"Aderholt, Robert B.",M,1965-07-22,Republican,AL,4,117,55,2021-01-03,2023-01-03,Robert_Aderholt,2009-09-01,44,2009
SmA-WA09,"Smith, Adam",M,1965-06-15,Democratic,WA,9,117,55,2021-01-03,2023-01-03,RepAdamSmith,2009-03-01,43,2009
KeF-PA12,"Keller, Fred",M,1965-10-23,Republican,PA,12,117,55,2021-01-03,2023-01-03,RepFredKeller,2019-06-01,53,2019
HeY-NM02,"Herrell, Yvette",F,1964-03-16,Republican,NM,2,117,56,2021-01-03,2023-01-03,Yvette4congress,2017-08-01,53,2017
NeM-IL03,"Newman, Marie",F,1964-04-13,Democratic,IL,3,117,56,2021-01-03,2023-01-03,RepMarieNewman,2020-12-01,56,2020
GrM-TN07,"Green, Mark E.",M,1964-11-08,Republican,TN,7,117,56,2021-01-03,2023-01-03,RepMarkGreen,2019-01-01,54,2019
PoM-WI02,"Pocan, Mark",M,1964-08-14,Democratic,WI,2,117,56,2021-01-03,2023-01-03,repmarkpocan,2013-02-01,48,2013
CaS-CA24,"Carbajal, Salud O.",M,1964-11-18,Democratic,CA,24,117,56,2021-01-03,2023-01-03,RepCarbajal,2017-01-01,52,2017
MeD-PA09,"Meuser, Daniel",M,1964-02-10,Republican,PA,9,117,56,2021-01-03,2023-01-03,RepMeuser,2019-01-01,54,2019
HuJ-CA02,"Huffman, Jared",M,1964-02-18,Democratic,CA,2,117,56,2021-01-03,2023-01-03,RepHuffman,2013-01-01,48,2013
SmL-PA11,"Smucker, Lloyd",M,1964-01-23,Republican,PA,11,117,56,2021-01-03,2023-01-03,RepSmucker,2009-05-01,45,2009
LaJ-RI02,"Langevin, James R.",M,1964-04-22,Democratic,RI,2,117,56,2021-01-03,2023-01-03,JimLangevin,2009-01-01,44,2009
JoJ-OH04,"Jordan, Jim",M,1964-02-17,Republican,OH,4,117,56,2021-01-03,2023-01-03,Jim_Jordan,2008-01-01,43,2008
SeT-AL07,"Sewell, Terri A.",F,1965-01-01,Democratic,AL,7,117,56,2021-01-03,2023-01-03,RepTerriSewell,2011-09-01,46,2011
FrC-FL18,"Franklin, C. Scott",M,1964-08-23,Republican,FL,18,117,56,2021-01-03,2023-01-03,RepFranklin,2020-12-01,56,2020
BuT-TN02,"Burchett, Tim",M,1964-08-25,Republican,TN,2,117,56,2021-01-03,2023-01-03,RepTimBurchett,2018-08-01,53,2018
DeS-TN04,"DesJarlais, Scott",M,1964-02-21,Republican,TN,4,117,56,2021-01-03,2023-01-03,DesJarlaisTN04,2011-01-01,46,2011
ClY-NY09,"Clarke, Yvette D.",F,1964-11-21,Democratic,NY,9,117,56,2021-01-03,2023-01-03,RepYvetteClarke,2011-01-01,46,2011
GuB-KY02,"Guthrie, Brett",M,1964-02-18,Republican,KY,2,117,56,2021-01-03,2023-01-03,RepGuthrie,2013-01-01,48,2013
BiD-NC08,"Bishop, Dan",M,1964-07-01,Republican,NC,8,117,56,2021-01-03,2023-01-03,RepDanBishop,2019-09-01,55,2019
MuG-NC03,"Murphy, Gregory",M,1963-03-05,Republican,NC,3,117,57,2021-01-03,2023-01-03,RepGregMurphy,2019-09-01,56,2019
CaT-LA02,"Carter, Troy",M,1963-10-26,Democratic,LA,2,117,57,2021-01-03,2023-01-03,RepTroyCarter,2021-01-01,57,2021
LoB-GA11,"Loudermilk, Barry",M,1963-12-22,Republican,GA,11,117,57,2021-01-03,2023-01-03,RepLoudermilk,2014-12-01,50,2014
RoD-NC02,"Ross, Deborah K.",F,1963-06-20,Democratic,NC,2,117,57,2021-01-03,2023-01-03,DeborahRossNC,2015-10-01,52,2015
BiG-FL12,"Bilirakis, Gus M.",M,1963-02-08,Republican,FL,12,117,57,2021-01-03,2023-01-03,RepGusBilirakis,2009-03-01,46,2009
GrS-MO06,"Graves, Sam",M,1963-11-07,Republican,MO,6,117,57,2021-01-03,2023-01-03,RepSamGraves,2009-04-01,45,2009
WaJ-IN02,"Walorski, Jackie",F,1963-08-17,Republican,IN,2,117,57,2021-01-03,2023-01-03,RepWalorski,2013-01-01,49,2013
VeF-TX34,"Vela, Filemon",M,1963-02-13,Democratic,TX,34,117,57,2021-01-03,2023-01-03,RepFilemonVela,2013-01-01,49,2013
ClK-MA05,"Clark, Katherine M.",F,1963-07-17,Democratic,MA,5,117,57,2021-01-03,2023-01-03,RepKClark,2014-01-01,50,2014
